transaction_text,category
Doctor consultation INR 39046 TXN81fc997e,healthcare
Flight ticket booking INR 36679 TXN3da3af8d,travel
Pharmacy medicine purchase INR 8425 TXNd64c0c0f,healthcare
Netflix subscription INR 42387 TXN712bd39b,entertainment
Pharmacy medicine purchase INR 1244 TXN63934897,healthcare
Gas bill payment INR 11863 TXN7a801fb2,utilities
Fixed deposit investment INR 31918 TXN4a5b840f,investment
Stock purchase INR 9065 TXN5e0574f5,investment
Home loan EMI INR 19435 TXN92d90fc9,emi
Hotel booking INR 35424 TXNc25bd3dc,travel
Netflix subscription INR 43430 TXN71ebb942,entertainment
Mobile recharge INR 8638 TXN71bd0046,utilities
Doctor consultation INR 10683 TXNccfdb6aa,healthcare
Bike loan EMI INR 10898 TXNb51b8a0f,emi
College fees payment INR 26976 TXN476a735c,education
Water bill INR 29161 TXNf3b9c5f8,utilities
Electronics shopping INR 15385 TXN07edb354,shopping
Movie ticket booking INR 20331 TXN02d4c283,entertainment
Online course subscription INR 24156 TXN43fda177,education
Library fee INR 18516 TXNa46a3191,education
Medical test charges INR 10670 TXN1e9ec895,healthcare
Crypto investment INR 9120 TXNa8513551,investment
Amazon purchase INR 42070 TXNd39a662e,shopping
Exam fee INR 36392 TXN58fbfc93,education
Bus ticket INR 33860 TXNbb693c35,travel
Flight ticket booking INR 5546 TXNef3c3dc5,travel
Personal loan installment INR 29496 TXN22147533,emi
Movie ticket booking INR 28720 TXNdbbb2c83,entertainment
Ola cab INR 29615 TXNbd025a0d,travel
Electricity bill payment INR 27240 TXN1f6b5ec5,utilities
Cafe coffee INR 32949 TXN7e32da09,food
Water bill INR 25357 TXN78c7e2d2,utilities
Flight ticket booking INR 14765 TXNa81309c9,travel
Restaurant bill INR 6543 TXN9f7f2abd,food
Water bill INR 9067 TXN2d9eb7d4,utilities
Restaurant bill INR 31012 TXNac3cc169,food
Credit card EMI INR 29449 TXN41296eb6,emi
Swiggy order INR 1295 TXNac941a0e,food
Flipkart order INR 9848 TXNdf730768,shopping
Game purchase INR 7336 TXN19841cab,entertainment
Flipkart order INR 19786 TXN21ba073d,shopping
Uber ride INR 15676 TXN45721c60,travel
Medical test charges INR 4166 TXN57364db3,healthcare
Train ticket IRCTC INR 39157 TXN406c7976,travel
Netflix subscription INR 41465 TXN220c1895,entertainment
Movie ticket booking INR 47140 TXN6a64ebfe,entertainment
Personal loan installment INR 28180 TXN64f89a45,emi
Food court payment INR 23172 TXNb18aebc5,food
Crypto investment INR 27350 TXN74e49854,investment
Home loan EMI INR 34357 TXN7c1e062c,emi
Electricity bill payment INR 34525 TXN2c4526d0,utilities
Netflix subscription INR 25638 TXNf2818898,entertainment
College fees payment INR 41709 TXN0de5a959,education
Pharmacy medicine purchase INR 16673 TXN340f8f0a,healthcare
Restaurant bill INR 4477 TXN3e36a1b2,food
Water bill INR 48084 TXN51ba1825,utilities
Hotel booking INR 48231 TXNfc5ce752,travel
Water bill INR 2955 TXN9f0ea249,utilities
Mobile recharge INR 22237 TXN851d34ac,utilities
Credit card EMI INR 45623 TXN361e90f0,emi
Online course subscription INR 8887 TXN1fcfe537,education
Bus ticket INR 30044 TXN519dff50,travel
Restaurant bill INR 13261 TXNbee8d406,food
Lunch at hotel INR 13122 TXNaf560f4d,food
Restaurant bill INR 20371 TXN5dfa73a4,food
Game purchase INR 35638 TXN8097419f,entertainment
Exam fee INR 2449 TXN57b8991f,education
Fixed deposit investment INR 23444 TXNd8966019,investment
Lunch at hotel INR 43024 TXN8155b79c,food
Gas bill payment INR 8207 TXNbb13e987,utilities
Internet recharge INR 26265 TXN8069c48d,utilities
Library fee INR 22269 TXN49fba521,education
Credit card EMI INR 45405 TXNdd419a45,emi
Exam fee INR 34081 TXN9a2658c3,education
Amazon purchase INR 47700 TXN29b751a5,shopping
Hospital bill INR 28270 TXNaf6df317,healthcare
Bike loan EMI INR 19302 TXN83bfd3fe,emi
Electricity bill payment INR 5297 TXN9edc0a0c,utilities
Gas bill payment INR 20136 TXN8458dcfd,utilities
Library fee INR 10971 TXNa731852c,education
Exam fee INR 29353 TXNcfb5dfb4,education
Pizza delivery INR 23155 TXNeb029006,food
Pharmacy medicine purchase INR 41958 TXNe9b98c82,healthcare
Swiggy order INR 44036 TXN207f964a,food
Pharmacy medicine purchase INR 33675 TXN779cddcd,healthcare
Home loan EMI INR 9407 TXNde4bfba8,emi
College fees payment INR 8322 TXN579427ef,education
Ola cab INR 42331 TXN71e56a3b,travel
Gas bill payment INR 25140 TXN52351b39,utilities
Food court payment INR 10105 TXN9a63c551,food
Exam fee INR 24430 TXN45dd47bd,education
College fees payment INR 37662 TXN34462256,education
Bike loan EMI INR 24098 TXN60c6f772,emi
Pharmacy medicine purchase INR 42619 TXN1b8443eb,healthcare
Flipkart order INR 7484 TXN4feb5cf3,shopping
Pizza delivery INR 12242 TXN3e45e26c,food
Library fee INR 36859 TXN738e2440,education
Flight ticket booking INR 17108 TXN4ea5b449,travel
Online course subscription INR 40149 TXN9518921d,education
Electronics shopping INR 13168 TXN1e8f17b6,shopping
Ola cab INR 4903 TXN9e07837e,travel
Online course subscription INR 46801 TXNfa0e6d78,education
College fees payment INR 44740 TXNee43e8af,education
Gas bill payment INR 46550 TXN343a49a7,utilities
Hotel booking INR 35581 TXN4ed79ff3,travel
Clothing store bill INR 10372 TXN3d9d34f7,shopping
Personal loan installment INR 33391 TXNf0226c98,emi
Mutual fund SIP INR 13221 TXNa69c26df,investment
Car loan EMI INR 32426 TXN9c316401,emi
Restaurant bill INR 36358 TXN9c16d2ad,food
Internet recharge INR 36202 TXNe88bf6a2,utilities
Bike loan EMI INR 5700 TXNe73f6a8d,emi
Flight ticket booking INR 26143 TXN52625369,travel
Library fee INR 26882 TXNf2f4e943,education
Ola cab INR 20826 TXN00d57b60,travel
Train ticket IRCTC INR 30578 TXN18c7a105,travel
Concert ticket INR 8460 TXN9e495bc9,entertainment
Movie ticket booking INR 8506 TXN8a795ae5,entertainment
Hospital bill INR 8187 TXNdbae37e2,healthcare
Movie ticket booking INR 19981 TXNb61da429,entertainment
Car loan EMI INR 21195 TXNdc3753d4,emi
Fixed deposit investment INR 34056 TXN114a09cd,investment
Amazon purchase INR 16473 TXNe6f1b2ab,shopping
Crypto investment INR 18036 TXN9134e655,investment
Personal loan installment INR 40317 TXNc0b8a881,emi
Netflix subscription INR 32986 TXNdf609b21,entertainment
Bike loan EMI INR 38103 TXNae4fc412,emi
Car loan EMI INR 43220 TXNcb2614db,emi
Mobile recharge INR 2749 TXNe7f49300,utilities
Swiggy order INR 3029 TXN1ec3d9b7,food
Flipkart order INR 37545 TXN4833e5a6,shopping
Hospital bill INR 32689 TXNaafd2521,healthcare
Concert ticket INR 42118 TXN0a98910c,entertainment
Electronics shopping INR 16098 TXN6fec1aef,shopping
Pharmacy medicine purchase INR 29773 TXN999b4337,healthcare
Bus ticket INR 3976 TXN4454c94f,travel
Credit card EMI INR 27288 TXNcd1a8ef8,emi
Library fee INR 13420 TXN4119f39d,education
Mobile recharge INR 9465 TXN710996b5,utilities
Gas bill payment INR 48166 TXN0e2a546d,utilities
Internet recharge INR 8619 TXN348b975c,utilities
Mobile recharge INR 36858 TXNcdbd42e4,utilities
Flight ticket booking INR 15892 TXN6a3de664,travel
College fees payment INR 17579 TXN25eac81d,education
Online course subscription INR 9282 TXN46902f87,education
Uber ride INR 19069 TXN8390e476,travel
Medical test charges INR 16320 TXN3a085033,healthcare
Personal loan installment INR 37909 TXNb770ddbf,emi
Water bill INR 10492 TXNda258132,utilities
Library fee INR 32736 TXN107bd20e,education
Electronics shopping INR 1568 TXN7cfcb685,shopping
Train ticket IRCTC INR 33174 TXN944c07cb,travel
Online course subscription INR 14149 TXNfbb6036f,education
Electricity bill payment INR 3362 TXN3f3dece0,utilities
Electronics shopping INR 39208 TXN5d0b24ab,shopping
Exam fee INR 35222 TXNa846c21f,education
Lunch at hotel INR 7094 TXNa4e727e0,food
Doctor consultation INR 17382 TXN010cd0d0,healthcare
Internet recharge INR 24032 TXNa1013070,utilities
Cafe coffee INR 3402 TXN61c61d79,food
Movie ticket booking INR 23808 TXN41aa062f,entertainment
Concert ticket INR 4868 TXN672e0f44,entertainment
Medical test charges INR 36085 TXN713f0c36,healthcare
Online shopping payment INR 44640 TXN2ddfccff,shopping
Ola cab INR 6386 TXNcb58cb15,travel
Pharmacy medicine purchase INR 22272 TXN6db6f533,healthcare
Concert ticket INR 49527 TXN24a6a91a,entertainment
Car loan EMI INR 39533 TXN49111131,emi
Game purchase INR 32823 TXNcf732c6a,entertainment
Swiggy order INR 2600 TXN7c98a17e,food
Personal loan installment INR 31097 TXN32ddfba7,emi
Game purchase INR 9810 TXNe06d74a2,entertainment
Movie ticket booking INR 21543 TXNeed9cbdd,entertainment
Water bill INR 25802 TXNf4c8825e,utilities
Online shopping payment INR 22094 TXNca8a1a16,shopping
Game purchase INR 46497 TXN9d479847,entertainment
Electronics shopping INR 1140 TXNc7d3ee19,shopping
Gas bill payment INR 44208 TXNbbab315a,utilities
Train ticket IRCTC INR 38303 TXN078e9ce3,travel
Amazon purchase INR 39169 TXN0ee816dd,shopping
Exam fee INR 43014 TXNb4e537fc,education
Mutual fund SIP INR 38291 TXNba451fe0,investment
Online course subscription INR 34406 TXNe6f668c6,education
Doctor consultation INR 44662 TXN7e885ab0,healthcare
Mutual fund SIP INR 37573 TXN750cc3de,investment
Ola cab INR 1291 TXN1b6f90bd,travel
Exam fee INR 27495 TXNd6608a9e,education
Credit card EMI INR 45302 TXN13348df6,emi
PPF contribution INR 32937 TXN1a6b9649,investment
College fees payment INR 46303 TXNd04e434f,education
Bike loan EMI INR 13638 TXNff48366a,emi
Concert ticket INR 43449 TXNaa1c00dc,entertainment
Library fee INR 20612 TXN29266f26,education
Credit card EMI INR 34989 TXN9340965e,emi
Mobile recharge INR 23268 TXN52ea9bab,utilities
Online shopping payment INR 31781 TXN12324133,shopping
Stock purchase INR 18334 TXN2de571ad,investment
Concert ticket INR 14786 TXNe5cc7993,entertainment
Clothing store bill INR 46246 TXN7fa7089e,shopping
PPF contribution INR 20827 TXN26f4a570,investment
Exam fee INR 36782 TXN4c45d400,education
Clothing store bill INR 8037 TXN700b9ca6,shopping
Game purchase INR 25906 TXN58dea3ef,entertainment
Water bill INR 19085 TXNbe0215ef,utilities
Restaurant bill INR 46851 TXN64dcae3e,food
Flight ticket booking INR 29041 TXNd7e56585,travel
Electronics shopping INR 14073 TXNc581eb80,shopping
Crypto investment INR 17818 TXN8b8fe1ed,investment
Concert ticket INR 9046 TXN6fd9ce00,entertainment
Hotel booking INR 48605 TXNa767faec,travel
Stock purchase INR 3376 TXN893e89e6,investment
Movie ticket booking INR 41858 TXNf4943a48,entertainment
Mutual fund SIP INR 6616 TXN2232a6da,investment
Pharmacy medicine purchase INR 47062 TXN1888635d,healthcare
College fees payment INR 44692 TXN57ad6085,education
Home loan EMI INR 36117 TXN36751907,emi
Credit card EMI INR 42837 TXN2a517bb9,emi
Library fee INR 42683 TXNd507830d,education
Fixed deposit investment INR 21098 TXN32bcf16b,investment
Amazon purchase INR 5912 TXN604acec7,shopping
Crypto investment INR 48460 TXN8e3d481d,investment
Zomato dinner INR 27436 TXN83da6000,food
Home loan EMI INR 26067 TXN8db8d761,emi
Online course subscription INR 49136 TXN7e87ba82,education
Amazon purchase INR 657 TXN33e982d5,shopping
Online shopping payment INR 39553 TXNd6ceb3eb,shopping
Flight ticket booking INR 18699 TXN60b32eb8,travel
Library fee INR 8844 TXN17ff26b9,education
Game purchase INR 17930 TXNce3b7cca,entertainment
Mutual fund SIP INR 21721 TXN53ed6d50,investment
Credit card EMI INR 42536 TXN08bde4aa,emi
Flipkart order INR 973 TXN5866fc3a,shopping
Gas bill payment INR 37260 TXNb2dc11e4,utilities
Stock purchase INR 40089 TXN5235f800,investment
Medical test charges INR 33819 TXN24ef4eac,healthcare
Electricity bill payment INR 26319 TXN9e032a80,utilities
Ola cab INR 9265 TXNbee4ecf0,travel
Exam fee INR 16306 TXNa71a3fa4,education
Restaurant bill INR 25187 TXN1d3669d3,food
PPF contribution INR 49448 TXN6ab47bb1,investment
Clothing store bill INR 19838 TXNbf98b456,shopping
Restaurant bill INR 42889 TXN4662e3b9,food
Water bill INR 4121 TXN1c87d7c8,utilities
Train ticket IRCTC INR 20156 TXN1b4f2eaf,travel
Credit card EMI INR 45012 TXNb5d805d2,emi
Concert ticket INR 45288 TXN67046ae1,entertainment
Bus ticket INR 19385 TXN612a58fc,travel
Mobile recharge INR 14523 TXN15867156,utilities
Stock purchase INR 31388 TXN075334a2,investment
Credit card EMI INR 49053 TXN31fb7c93,emi
Internet recharge INR 46052 TXNc4b44ad0,utilities
Game purchase INR 49683 TXN8db88753,entertainment
Movie ticket booking INR 49979 TXN9b25b0e9,entertainment
Crypto investment INR 5415 TXN0feed6ab,investment
Game purchase INR 34664 TXN7c6e1994,entertainment
Electricity bill payment INR 37023 TXN9c16b4ba,utilities
Uber ride INR 35940 TXNf2c632dc,travel
Movie ticket booking INR 37582 TXN14e27816,entertainment
Movie ticket booking INR 10833 TXNb7c4aade,entertainment
Mobile recharge INR 29006 TXNc3e6382e,utilities
Bus ticket INR 13511 TXN3c4c7b9d,travel
College fees payment INR 33497 TXN24e05c31,education
College fees payment INR 29766 TXN18dd75bc,education
Bike loan EMI INR 27275 TXNe642c6c8,emi
College fees payment INR 36671 TXN6cea729d,education
Exam fee INR 47450 TXN5c8349f7,education
Cafe coffee INR 16726 TXN323460db,food
Pizza delivery INR 14330 TXN63ef9fb5,food
Uber ride INR 27817 TXNeb570c48,travel
Electricity bill payment INR 35515 TXNb99909ae,utilities
Swiggy order INR 30987 TXN8ec0cba9,food
Restaurant bill INR 26845 TXN235fb309,food
Car loan EMI INR 42092 TXNf1f2f70e,emi
Pharmacy medicine purchase INR 25116 TXN1a18fcf7,healthcare
Library fee INR 24668 TXN7fde3c34,education
Bus ticket INR 43421 TXN814c8db9,travel
Movie ticket booking INR 42880 TXNaa31e3cf,entertainment
Electricity bill payment INR 11746 TXN89857136,utilities
Game purchase INR 34708 TXN62541224,entertainment
Car loan EMI INR 277 TXNf0a413ec,emi
Restaurant bill INR 30393 TXN78f6ad29,food
Game purchase INR 34910 TXNcb68b9c3,entertainment
Doctor consultation INR 16270 TXN7894d0aa,healthcare
Exam fee INR 10216 TXNbd320d05,education
Flipkart order INR 47565 TXNf5f0d9d0,shopping
Uber ride INR 43316 TXN455df8a0,travel
Hospital bill INR 15822 TXN35b297f9,healthcare
Mutual fund SIP INR 6662 TXN22030fc9,investment
Cafe coffee INR 39226 TXN2dbc9806,food
Zomato dinner INR 48582 TXNd7f4f148,food
Cafe coffee INR 28817 TXN80fa492e,food
Crypto investment INR 14288 TXNa41dac55,investment
Zomato dinner INR 33073 TXNf6fb8e99,food
Flipkart order INR 47990 TXN1803489f,shopping
Mobile recharge INR 39235 TXN926f189e,utilities
Water bill INR 19826 TXN99454aa5,utilities
Bike loan EMI INR 14536 TXN415bc8e3,emi
Pharmacy medicine purchase INR 18082 TXN8cfe957b,healthcare
Food court payment INR 38825 TXNee8ecb55,food
Credit card EMI INR 36478 TXN43550587,emi
College fees payment INR 22621 TXNa6882bfa,education
Pharmacy medicine purchase INR 45683 TXNf70c4b3b,healthcare
Medical test charges INR 9829 TXNc3d457e2,healthcare
Electronics shopping INR 12100 TXNf755b348,shopping
Game purchase INR 15842 TXN3bc39dd8,entertainment
Fixed deposit investment INR 46421 TXN22e04cf8,investment
Credit card EMI INR 3826 TXN40f690e9,emi
Game purchase INR 27346 TXN9a37ee07,entertainment
Movie ticket booking INR 25505 TXN0f7121c5,entertainment
Fixed deposit investment INR 13375 TXN7e853d1f,investment
Electricity bill payment INR 29527 TXNc3eae154,utilities
Electricity bill payment INR 35153 TXN23c0b2ad,utilities
Mutual fund SIP INR 17643 TXN5b277d9c,investment
Hospital bill INR 4819 TXN3047197a,healthcare
Crypto investment INR 47518 TXN24fdfeda,investment
Movie ticket booking INR 31467 TXNb4768cc7,entertainment
Fixed deposit investment INR 19919 TXN77d4616d,investment
Zomato dinner INR 12503 TXN3474c04e,food
Bus ticket INR 49485 TXN3c84a1d3,travel
Online course subscription INR 45638 TXN458792ba,education
PPF contribution INR 15734 TXNd3433782,investment
Concert ticket INR 18600 TXN173d0cf8,entertainment
Medical test charges INR 35023 TXN05a8e57a,healthcare
Gas bill payment INR 17191 TXNf4ca8107,utilities
Mobile recharge INR 32639 TXN22629438,utilities
College fees payment INR 47394 TXN679a1fd5,education
Exam fee INR 13362 TXN5d8c1ad1,education
Gas bill payment INR 27177 TXN88a0a28c,utilities
Food court payment INR 14551 TXNa3ac4dae,food
Home loan EMI INR 17140 TXN5086e237,emi
Game purchase INR 19395 TXNb7fe9633,entertainment
Car loan EMI INR 21668 TXN2413833b,emi
PPF contribution INR 37391 TXNc8d05845,investment
PPF contribution INR 36136 TXN9e07dc54,investment
Gas bill payment INR 32072 TXNa9557c28,utilities
Library fee INR 11075 TXN54be1308,education
Water bill INR 9222 TXN4e52cab2,utilities
Game purchase INR 12111 TXNde27e7b6,entertainment
Netflix subscription INR 34387 TXN6af94d1f,entertainment
Lunch at hotel INR 4921 TXN4e2dfa1b,food
Lunch at hotel INR 468 TXNb3d68912,food
Doctor consultation INR 41383 TXN4f5489e2,healthcare
Mutual fund SIP INR 46395 TXN7a5e2929,investment
Home loan EMI INR 14384 TXNc2109577,emi
Game purchase INR 24508 TXN4bb15b12,entertainment
Food court payment INR 41844 TXN622bf22b,food
Library fee INR 1080 TXNd8b6dc37,education
Food court payment INR 36202 TXN0645baec,food
Hospital bill INR 1146 TXNcb78d260,healthcare
Concert ticket INR 35160 TXN8d28aaa8,entertainment
Amazon purchase INR 32963 TXNd57c8080,shopping
Doctor consultation INR 7063 TXN655b1994,healthcare
Hotel booking INR 9808 TXN805aed60,travel
Stock purchase INR 40667 TXN98c74e01,investment
Concert ticket INR 23278 TXN98a72145,entertainment
Electronics shopping INR 5228 TXN249ae769,shopping
Internet recharge INR 30130 TXN6afe024f,utilities
Stock purchase INR 19709 TXNfd8511cb,investment
Bus ticket INR 42641 TXN40ae8d7c,travel
Swiggy order INR 26610 TXN8efd1e9e,food
Medical test charges INR 36271 TXN09023201,healthcare
College fees payment INR 41779 TXNaffc1944,education
Pizza delivery INR 11281 TXN73e7e0d0,food
Train ticket IRCTC INR 28486 TXN1d0e1088,travel
Mobile recharge INR 6299 TXN80d9efc6,utilities
Netflix subscription INR 15107 TXNdc483023,entertainment
Crypto investment INR 31212 TXN52f79734,investment
Amazon purchase INR 4922 TXN840d0139,shopping
Online shopping payment INR 36980 TXN4d3c5f84,shopping
Zomato dinner INR 20660 TXNa418ff13,food
Zomato dinner INR 38521 TXNfaaaf32d,food
Credit card EMI INR 5092 TXN3825b750,emi
Flipkart order INR 37009 TXN18bfa9eb,shopping
Crypto investment INR 25553 TXN03e092b8,investment
Concert ticket INR 25205 TXNd984296e,entertainment
Home loan EMI INR 32869 TXN98913266,emi
Electricity bill payment INR 6451 TXN3a913584,utilities
Doctor consultation INR 5031 TXN45c832f2,healthcare
Mobile recharge INR 40280 TXNfec22dc2,utilities
Pharmacy medicine purchase INR 1991 TXN1cb39317,healthcare
Electronics shopping INR 32202 TXNb44ab289,shopping
Fixed deposit investment INR 36293 TXNa8680b7c,investment
